iter	Accuracy	MultiClass
887	0.9967109967	0.1271426261
888	0.9967109967	0.1268580559
889	0.9965679966	0.1267582989
890	0.9967109967	0.1266202607
891	0.9967109967	0.1262338453
892	0.9967109967	0.1260686686
893	0.9967109967	0.1259049564
894	0.9967109967	0.1255667142
895	0.9967109967	0.1252952681
896	0.9967109967	0.1250511536
897	0.9967109967	0.1248525008
898	0.9967109967	0.1247325738
899	0.9967109967	0.1246225429
900	0.9967109967	0.1243488605
901	0.9967109967	0.124075714
902	0.9967109967	0.123976245
903	0.9967109967	0.1237774626
904	0.9967109967	0.1236070747
905	0.9967109967	0.1234068956
906	0.9967109967	0.1232921116
907	0.9967109967	0.123214048
908	0.9967109967	0.1230896592
909	0.9967109967	0.1229623137
910	0.9967109967	0.1228423535
911	0.9967109967	0.1226892497
912	0.9967109967	0.1225554386
913	0.9968539969	0.1224108407
914	0.996996997	0.1223195037
915	0.9967109967	0.1220736744
916	0.9967109967	0.1218985965
917	0.9968539969	0.1216880224
918	0.9968539969	0.1214561835
919	0.9968539969	0.121228215
920	0.9968539969	0.1212090997
921	0.9968539969	0.1211193086
922	0.9967109967	0.1210116303
923	0.9967109967	0.1209317149
924	0.9967109967	0.1206729589
925	0.9968539969	0.120378393
926	0.9968539969	0.1202658144
927	0.9971399971	0.120151557
928	0.9971399971	0.1199555261
929	0.9971399971	0.1198941004
930	0.9971399971	0.1197291525
931	0.9971399971	0.1193924789
932	0.9971399971	0.1192427849
933	0.9971399971	0.1191318277
934	0.9971399971	0.1190127631
935	0.9971399971	0.1188991662
936	0.9971399971	0.1186761173
937	0.9971399971	0.1183727035
938	0.9971399971	0.118145091
939	0.9971399971	0.1179950581
940	0.9971399971	0.1177938786
941	0.9971399971	0.1176442549
942	0.9971399971	0.1174509075
943	0.9972829973	0.1173068058
944	0.9972829973	0.1171039772
945	0.9972829973	0.1169759743
946	0.9972829973	0.1167594359
947	0.9972829973	0.1166954371
948	0.9972829973	0.1165350126
949	0.9974259974	0.1163682457
950	0.9972829973	0.1161997054
951	0.9972829973	0.1160948811
952	0.9974259974	0.1158308764
953	0.9974259974	0.1156617368
954	0.9974259974	0.1156053763
955	0.9974259974	0.1154735875
956	0.9974259974	0.1154011531
957	0.9974259974	0.1152367998
958	0.9974259974	0.1150703932
959	0.9974259974	0.1148658695
960	0.9974259974	0.1147552931
961	0.9974259974	0.1145715873
962	0.9974259974	0.1143452119
963	0.9974259974	0.1142425715
964	0.9974259974	0.1141435579
965	0.9972829973	0.1139578329
966	0.9972829973	0.1138121476
967	0.9972829973	0.1137291263
968	0.9972829973	0.1136541081
969	0.9974259974	0.1134573072
970	0.9974259974	0.1133691055
971	0.9974259974	0.1132731998
972	0.9974259974	0.1129847337
973	0.9974259974	0.1128374883
974	0.9974259974	0.1126679089
975	0.9974259974	0.1126249723
976	0.9974259974	0.1124462798
977	0.9974259974	0.112175486
978	0.9974259974	0.1120933149
979	0.9974259974	0.1119253362
980	0.9974259974	0.1117829808
981	0.9974259974	0.1117091579
982	0.9974259974	0.1115502688
983	0.9974259974	0.1113956981
984	0.9974259974	0.1112117952
985	0.9974259974	0.1109837001
986	0.9974259974	0.1109507373
987	0.9974259974	0.1107442484
988	0.9974259974	0.1105598448
989	0.9974259974	0.1103958613
990	0.9974259974	0.1102476885
991	0.9974259974	0.1101651249
992	0.9974259974	0.1100642373
993	0.9974259974	0.1099662168
994	0.9974259974	0.1097966022
995	0.9974259974	0.1097021991
996	0.9974259974	0.1096254718
997	0.9974259974	0.1095457092
998	0.9974259974	0.1094449193
999	0.9974259974	0.1092953369
